date,Open,Q,H,Close,Volume,Close_time,Qoute_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Can_be_ignored
1636810500000,63514.87000000,63587.51000000,57317.51000000,63538.18000000,2.41112800,1636810799999,149609.31564545,292,1.28870900,81866.34099923,0
1636810800000,63536.59000000,67800.00000000,63500.80000000,63504.94000000,1.38246700,1636811099999,88780.65155312,232,1.09509500,70439.17507712,0
1636811100000,63504.97000000,63512.58000000,63466.05000000,63479.66000000,0.55789100,1636811399999,35417.15862866,182,0.51158200,32477.20334056,0
1636811400000,63484.18000000,63515.47000000,63475.04000000,63513.32000000,0.55589000,1636811699999,35292.87340476,151,0.51974500,32998.04736883,0
1636811700000,63512.16000000,63598.51000000,63492.27000000,63598.51000000,1.31201900,1636811999999,83337.06379971,217,0.34181200,21715.66428247,0
1636812000000,63594.83000000,63965.03000000,63204.20000000,63965.03000000,2.42921200,1636812299999,154883.54102636,570,1.93187200,123332.79424754,0
1636812300000,63965.03000000,64199.38000000,63928.66000000,64000.00000000,1.72247000,1636812599999,110426.76859835,400,1.51914400,97381.42409891,0
1636812600000,64002.22000000,64191.58000000,63920.72000000,64115.81000000,1.18900500,1636812899999,76159.73819513,299,1.10180300,70580.83029230,0
1636812900000,64125.81000000,64219.06000000,63208.62000000,64140.79000000,2.04973500,1636813199999,131108.37063769,311,1.12346000,72073.86058866,0
1636813200000,64145.45000000,64253.47000000,64065.01000000,64253.47000000,1.25550800,1636813499999,80538.40132295,278,0.94496100,60628.24870252,0
1636813500000,64260.05000000,67800.00000000,64260.05000000,64619.65000000,2.94548900,1636813799999,190068.78933204,547,2.65629600,171435.51936710,0
1636813800000,64622.71000000,64687.11000000,64526.86000000,64593.05000000,0.97654600,1636814099999,63059.10090627,264,0.94090200,60757.28076835,0
1636814100000,64588.01000000,64656.38000000,63436.31000000,64642.11000000,2.89199700,1636814399999,186145.14528212,321,0.88102700,56909.05588294,0
1636814400000,64640.02000000,64791.06000000,64579.36000000,64579.36000000,1.51966300,1636814699999,98351.67974242,383,1.47865500,95698.07434809,0
1636814700000,64579.36000000,64908.29000000,64286.89000000,64485.02000000,2.54183000,1636814999999,164136.62877841,562,1.70227500,109986.75449339,0
1636815000000,64485.03000000,64691.29000000,64438.19000000,64598.36000000,2.12788400,1636815299999,137359.38551962,436,1.70217200,109881.91430977,0
1636815300000,64598.91000000,64760.00000000,64586.33000000,64725.77000000,1.93242600,1636815599999,125009.08321776,374,1.49947400,97003.08404889,0
1636815600000,64725.77000000,64775.66000000,64640.53000000,64678.13000000,1.72979500,1636815899999,111938.52893431,323,1.36372600,88248.88823576,0
1636815900000,64678.13000000,64748.36000000,64592.00000000,64663.23000000,1.13407100,1636816199999,73343.91960364,223,0.90527600,58546.94252514,0
1636816200000,64663.24000000,64755.00000000,64557.52000000,64695.27000000,1.04855700,1636816499999,67842.27510006,196,0.85633100,55407.14954400,0
1636816500000,64694.02000000,64694.02000000,64638.09000000,64651.82000000,0.85723300,1636816799999,55424.41833376,170,0.71151300,46002.19716019,0
1636816800000,64649.04000000,64662.88000000,64530.00000000,64552.18000000,0.60308600,1636817099999,38956.79990872,107,0.55096500,35588.58159412,0
1636817100000,64547.65000000,64671.39000000,64527.54000000,64618.28000000,0.79064200,1636817399999,51060.03610774,160,0.72095500,46558.77592292,0
1636817400000,64625.28000000,64698.79000000,64579.27000000,64698.79000000,1.02931900,1636817699999,66550.46659535,216,0.95845300,61968.63650994,0
1636817700000,64699.00000000,64728.59000000,64675.95000000,64728.59000000,0.82130100,1636817999999,53132.96457074,142,0.81100100,52466.64810525,0
1636818000000,64730.00000000,64737.69000000,64668.14000000,64710.33000000,0.75608600,1636818299999,48931.02239809,148,0.74239600,48045.11682144,0
1636818300000,64700.00000000,64704.00000000,64588.89000000,64620.52000000,0.76770800,1636818599999,49635.48573861,160,0.67347000,43541.86154680,0
1636818600000,64613.83000000,64675.97000000,64613.83000000,64658.84000000,0.60021600,1636818899999,38803.17841194,117,0.58961000,38117.35555538,0
1636818900000,64660.99000000,64688.98000000,64646.55000000,64688.95000000,0.41738200,1636819199999,26990.96535191,77,0.40287000,26052.23212095,0
1636819200000,64688.98000000,64908.29000000,64534.63000000,64826.76000000,3.09566600,1636819499999,200689.59743813,529,2.46704400,159969.45024414,0
1636819500000,64804.36000000,64841.74000000,64665.99000000,64815.60000000,0.91463500,1636819799999,59263.02171578,181,0.89140200,57759.55704510,0
1636819800000,64805.80000000,64858.78000000,64805.80000000,64838.40000000,0.70109100,1636820099999,45453.04680424,135,0.69302800,44930.26777361,0
1636820100000,64840.64000000,64905.78000000,62689.37000000,64806.03000000,2.74535500,1636820399999,176632.21584088,294,0.78821000,51110.65809046,0
1636820400000,64802.79000000,64839.20000000,64747.61000000,64779.97000000,2.61355000,1636820699999,169357.01437102,372,2.24747300,145627.24406497,0
1636820700000,64777.79000000,64779.96000000,64725.87000000,64767.51000000,0.72892100,1636820999999,47199.58810329,141,0.70590500,45708.82859544,0
1636821000000,64767.50000000,64849.16000000,64727.07000000,64768.01000000,0.69822900,1636821299999,45227.81716213,138,0.68955800,44666.14142313,0
1636821300000,64768.00000000,64866.73000000,63869.86000000,64817.66000000,2.48970200,1636821599999,160793.78280096,266,0.71804300,46525.13439205,0
1636821600000,64817.66000000,64852.46000000,64786.38000000,64801.65000000,0.68340400,1636821899999,44296.27965432,141,0.65987500,42770.97998305,0
1636821900000,64803.27000000,64824.48000000,62911.82000000,64778.99000000,1.55777900,1636822199999,100758.74748520,241,1.34227100,86945.00499895,0
1636822200000,64773.99000000,64774.00000000,64726.70000000,64726.70000000,0.26027100,1636822499999,16854.11701693,55,0.25053700,16223.76056856,0
1636822500000,64707.01000000,64710.49000000,64603.63000000,64627.43000000,1.53452800,1636822799999,99174.31718259,236,1.38149100,89283.99629653,0
1636822800000,64616.64000000,64674.49000000,64603.63000000,64658.47000000,0.69178700,1636823099999,44721.46588190,131,0.63124700,40809.07495675,0
1636823100000,64659.43000000,64695.41000000,64567.76000000,64573.48000000,1.40335200,1636823399999,90747.28433771,241,0.49780000,32175.01439890,0
1636823400000,64572.10000000,64627.84000000,62911.82000000,64622.86000000,1.55714600,1636823699999,100473.42180880,270,1.24514800,80394.94964494,0
1636823700000,64622.32000000,64802.25000000,61653.59000000,64533.37000000,2.74891100,1636823999999,176293.38711106,284,1.67494600,108334.78273877,0
1636824000000,64533.41000000,64606.01000000,64508.38000000,64595.93000000,1.86635900,1636824299999,120532.29684234,164,1.82479900,117848.83302762,0
1636824300000,64596.01000000,64792.37000000,64596.01000000,64638.10000000,1.93632800,1636824599999,125147.38614601,286,1.29423800,83648.22469555,0
1636824600000,64631.49000000,64660.96000000,64626.95000000,64656.57000000,0.52579200,1636824899999,33986.60372330,110,0.49744200,32154.05200434,0
1636824900000,64654.53000000,64687.61000000,64643.20000000,64674.00000000,0.93721400,1636825199999,60607.38727676,161,0.90404900,58462.71059566,0
1636825200000,64670.01000000,64675.90000000,64623.15000000,64641.73000000,0.62639000,1636825499999,40490.09996062,126,0.59702700,38592.13804078,0
1636825500000,64638.70000000,64672.22000000,64595.86000000,64639.95000000,1.51645600,1636825799999,97993.07467212,214,1.16539800,75309.91940794,0
1636825800000,64646.19000000,64691.03000000,63120.00000000,64633.94000000,3.47721400,1636826099999,223459.16310002,382,1.24953400,80147.46455823,0
1636826100000,64615.96000000,64662.64000000,64487.55000000,64662.64000000,1.67953900,1636826399999,108558.72250253,255,1.28377200,82976.89352556,0
1636826400000,64659.02000000,65245.99000000,64316.88000000,64630.89000000,2.15291300,1636826699999,139347.36687359,278,1.77869400,115220.34077601,0
1636826700000,64630.88000000,64655.92000000,64290.96000000,64630.88000000,1.34685600,1636826999999,86918.06029877,152,0.52208300,33748.26621745,0
1636827000000,64630.30000000,64630.88000000,63792.37000000,64525.22000000,0.62187100,1636827299999,40121.30368277,123,0.45010500,29067.16957973,0
1636827300000,64525.79000000,64531.67000000,64408.05000000,64483.19000000,1.04121900,1636827599999,67127.62700427,191,0.76199700,49132.30585089,0
1636827600000,64481.12000000,64483.22000000,64365.69000000,64384.00000000,0.60066000,1636827899999,38688.71385140,134,0.55324400,35633.88750770,0
1636827900000,64385.43000000,64393.93000000,64268.01000000,64294.53000000,1.03667200,1636828199999,66681.55952575,220,0.99302400,63873.58977153,0
1636828200000,64296.35000000,64360.22000000,64214.02000000,64214.02000000,2.46291500,1636828499999,158230.66052256,406,0.56781300,36514.50626325,0
1636828500000,64214.02000000,64999.58000000,63946.50000000,63946.50000000,5.65213600,1636828799999,363432.15788427,648,1.51965000,98363.13157444,0
1636828800000,63946.50000000,64119.28000000,63939.34000000,64111.84000000,1.53519700,1636829099999,98317.68524063,350,1.36970000,87721.41032977,0
1636829100000,64100.01000000,66100.00000000,63924.34000000,64000.01000000,3.93164400,1636829399999,252130.81675974,405,1.64117800,105614.20843843,0
1636829400000,64013.67000000,64213.22000000,64013.67000000,64173.93000000,1.16175500,1636829699999,74490.18946076,264,1.06917900,68557.14054768,0
1636829700000,64153.58000000,68600.00000000,64123.22000000,64130.09000000,2.12587400,1636829999999,138871.73223898,308,1.79924200,117911.88822821,0
1636830000000,64134.69000000,64198.98000000,63924.34000000,64103.87000000,2.68598800,1636830299999,171990.03613125,343,1.53333000,98256.37462915,0
1636830300000,64091.20000000,64205.61000000,63735.77000000,63907.77000000,2.75946900,1636830599999,176578.02492873,406,0.86246000,55209.42877671,0
1636830600000,63907.77000000,63999.00000000,63735.77000000,63948.42000000,1.05506100,1636830899999,67448.99558534,251,0.85950800,54948.36601275,0
1636830900000,63941.99000000,64015.07000000,63918.11000000,63951.39000000,0.94557000,1636831199999,60482.78174204,170,0.91157000,58308.15348204,0
1636831200000,63947.83000000,64044.97000000,63937.73000000,63990.86000000,0.84361400,1636831499999,53983.40052095,173,0.73661400,47134.10112095,0
1636831500000,63991.19000000,64077.95000000,63970.41000000,64077.95000000,0.84817300,1636831799999,54301.94027995,156,0.69029300,44195.49549075,0
1636831800000,64053.97000000,64053.98000000,63870.00000000,64024.58000000,0.78332700,1636832099999,50145.23273046,135,0.61382100,39299.15170163,0
1636832100000,64009.06000000,64090.00000000,64009.05000000,64069.51000000,0.87501600,1636832399999,56035.80825813,156,0.84622000,54192.09503653,0
1636832400000,64073.17000000,64076.09000000,63939.55000000,64013.36000000,0.51941900,1636832699999,33232.97816917,93,0.46864300,29983.62499612,0
1636832700000,64013.38000000,64023.00000000,63993.82000000,64020.77000000,0.30497200,1636832999999,19521.66108077,56,0.30480000,19510.64954101,0
1636833000000,64020.77000000,64020.81000000,63931.19000000,63937.03000000,0.37646200,1636833299999,24077.57808975,65,0.37646200,24077.57808975,0
1636833300000,63943.13000000,64540.04000000,63919.44000000,63941.29000000,1.44628600,1636833599999,92843.48121536,166,1.41447400,90809.02131584,0
1636833600000,63937.70000000,64002.13000000,63926.46000000,63999.99000000,0.85699600,1636833899999,54831.86462188,129,0.78347700,50129.44402687,0
1636833900000,63999.09000000,64087.88000000,63998.78000000,64061.00000000,1.12263700,1636834199999,71870.92020461,185,1.09832900,70314.21321095,0
1636834200000,64068.53000000,64113.92000000,64065.94000000,64113.92000000,0.40838100,1636834499999,26170.12576964,71,0.40838100,26170.12576964,0
1636834500000,64099.00000000,64132.10000000,64099.00000000,64115.55000000,0.51655500,1636834799999,33117.35424618,93,0.50955500,32668.44716618,0
1636834800000,64112.51000000,64119.98000000,64035.92000000,64070.12000000,0.56527500,1636835099999,36217.79725713,94,0.55729800,35706.75480790,0
1636835100000,64037.46000000,64058.10000000,64011.28000000,64011.28000000,0.42993000,1636835399999,27534.01811649,67,0.42975800,27523.00205141,0
1636835400000,64000.00000000,64132.00000000,63999.50000000,64132.00000000,0.92740100,1636835699999,59415.63809113,228,0.75980200,48678.34821683,0
1636835700000,64132.98000000,64142.85000000,64092.94000000,64135.01000000,0.59939400,1636835999999,38435.23769134,98,0.57780200,37050.35640966,0
1636836000000,64137.06000000,64144.14000000,64065.87000000,64081.83000000,0.67530400,1636836299999,43295.31516806,131,0.65165000,41779.06312932,0
1636836300000,64081.82000000,64278.97000000,64069.53000000,64267.87000000,1.05556900,1636836599999,67782.37130534,209,0.87590000,56247.76817336,0
1636836600000,64262.99000000,64272.35000000,64220.47000000,64269.99000000,0.81266900,1636836899999,52214.12116798,151,0.71783000,46119.27944104,0
1636836900000,64270.38000000,64426.85000000,64270.38000000,64355.25000000,1.26865600,1636837199999,81663.06710340,234,1.09760100,70655.00088049,0
1636837200000,64359.30000000,64381.64000000,64303.61000000,64308.17000000,1.20327800,1636837499999,77435.13547747,196,0.53886900,34675.53432899,0
1636837500000,64310.94000000,64316.30000000,64223.91000000,64223.91000000,0.76378600,1636837799999,49099.74225494,118,0.39262900,25235.88676087,0
1636837800000,64225.39000000,64265.18000000,64225.39000000,64253.28000000,0.39299600,1636838099999,25250.12748624,66,0.37663500,24198.76033337,0
1636838100000,64253.28000000,64320.17000000,64253.28000000,64267.00000000,0.65306700,1636838399999,41979.34702631,117,0.62289600,40040.04096931,0
1636838400000,64239.75000000,64268.91000000,64239.75000000,64253.42000000,0.57345100,1636838699999,36848.28685388,110,0.54874400,35260.74547400,0
1636838700000,64253.42000000,64297.46000000,64253.36000000,64269.31000000,0.48810200,1636838999999,31371.27757256,118,0.48068100,30894.25313152,0
1636839000000,64271.38000000,64273.96000000,64210.01000000,64219.31000000,0.47167200,1636839299999,30297.29277228,121,0.45480600,29213.71775846,0
1636839300000,64217.19000000,64283.72000000,63941.40000000,64272.71000000,1.65949400,1636839599999,106443.24580325,186,0.61716700,39642.59576101,0
1636839600000,64272.27000000,64272.27000000,64217.99000000,64226.87000000,0.50189000,1636839899999,32237.87067161,90,0.49489000,31788.28220161,0
1636839900000,64224.64000000,64540.04000000,63735.77000000,64162.64000000,4.84837900,1636840199999,310542.56897789,467,2.76740100,177587.90544561,0
1636840200000,64156.01000000,64260.00000000,64156.01000000,64235.34000000,0.82848300,1636840499999,53200.90739085,198,0.80848300,51916.49956410,0
1636840500000,64225.32000000,65124.51000000,64225.32000000,64365.82000000,2.03139900,1636840799999,131242.04896419,332,0.87776800,56481.09096496,0
1636840800000,64361.00000000,64397.98000000,64215.17000000,64272.87000000,1.36929700,1636841099999,88069.78165665,265,0.93243500,59966.31873147,0
1636841100000,64270.13000000,64309.93000000,64267.46000000,64309.93000000,0.58048600,1636841399999,37315.91495491,103,0.58048600,37315.91495491,0
1636841400000,64306.66000000,64399.58000000,64289.52000000,64399.58000000,0.84191700,1636841699999,54156.33426601,175,0.60605000,38987.89500660,0
1636841700000,64384.40000000,64385.54000000,64181.06000000,64188.26000000,1.05439800,1636841999999,67740.89173033,208,0.96926900,62271.59796676,0
1636842000000,64191.48000000,64246.47000000,64116.01000000,64246.47000000,0.69669000,1636842299999,44717.93649786,153,0.53479200,34325.37914699,0
1636842300000,64254.88000000,64349.00000000,64249.61000000,64349.00000000,0.68606400,1636842599999,44109.98874275,153,0.57953300,37262.87241367,0
1636842600000,64331.71000000,64408.51000000,64331.71000000,64394.92000000,0.68885100,1636842899999,44347.35957212,152,0.68885100,44347.35957212,0
1636842900000,64392.54000000,64393.71000000,64387.01000000,64388.09000000,0.27199700,1636843199999,17514.02776278,37,0.18657600,12013.57139606,0
1636843200000,64387.61000000,64418.97000000,63985.08000000,64416.59000000,0.99863200,1636843499999,64112.84779433,128,0.32888100,21172.81672676,0
1636843500000,64409.98000000,64418.96000000,64337.51000000,64338.47000000,0.78392300,1636843799999,50469.27713226,155,0.47788100,30763.76400174,0
1636843800000,64346.54000000,64400.80000000,63735.77000000,64290.80000000,1.11336300,1636844099999,71423.53986966,179,0.64877600,41715.77388032,0
1636844100000,64268.88000000,64318.80000000,64228.15000000,64274.48000000,0.54212600,1636844399999,34849.39594296,124,0.50712600,32600.11666296,0
1636844400000,64275.23000000,64295.80000000,64000.99000000,64280.13000000,0.61479100,1636844699999,39512.30294854,105,0.43724800,28104.47851304,0
1636844700000,64273.88000000,64340.05000000,64271.85000000,64316.75000000,0.39232700,1636844999999,25224.50381046,74,0.37277100,23967.13645998,0
1636845000000,64316.75000000,64353.96000000,64300.02000000,64322.06000000,0.56261100,1636845299999,36190.32444468,135,0.54561100,35096.69432468,0
1636845300000,64326.95000000,64367.40000000,64326.95000000,64340.26000000,0.63601000,1636845599999,40920.44403337,119,0.62582200,40264.93193925,0
1636845600000,64340.27000000,64373.82000000,64326.39000000,64326.39000000,0.37590200,1636845899999,24188.58380595,75,0.36990200,23802.51090595,0
1636845900000,64328.17000000,64352.21000000,63731.21000000,64288.42000000,0.67717400,1636846199999,43478.27662195,100,0.42348800,27232.74978115,0
1636846200000,64288.47000000,64294.67000000,64220.71000000,64278.94000000,0.40353900,1636846499999,25928.79560744,73,0.39653900,25478.76231744,0
1636846500000,64282.99000000,64378.00000000,64278.88000000,64378.00000000,0.56394800,1636846799999,36267.07071495,105,0.53894800,34658.20013495,0
1636846800000,64352.09000000,64365.00000000,64330.56000000,64358.48000000,0.42827300,1636847099999,27558.52725169,77,0.42827300,27558.52725169,0
1636847100000,64353.10000000,64549.92000000,64353.10000000,64492.58000000,1.14548500,1636847399999,73854.76358896,278,1.09695300,70727.65863116,0
1636847400000,64487.01000000,64501.26000000,64430.01000000,64430.27000000,0.51554700,1636847699999,33234.60267916,123,0.48603200,31332.12511105,0
1636847700000,64432.28000000,64447.35000000,64380.01000000,64380.01000000,0.43094100,1636847999999,27758.29919466,67,0.39766200,25614.24360177,0
1636848000000,64380.00000000,64482.00000000,64379.33000000,64459.99000000,0.91039400,1636848299999,58673.57638252,243,0.84645600,54552.98582544,0
1636848300000,64455.72000000,64537.00000000,64423.38000000,64504.50000000,0.80714800,1636848599999,52051.03030161,220,0.78714800,50761.86269161,0
1636848600000,64504.50000000,64664.43000000,64495.55000000,64626.57000000,1.20484100,1636848899999,77818.53222890,331,1.09484100,70715.29096390,0
1636848900000,64626.57000000,64888.00000000,64626.57000000,64811.34000000,1.86038300,1636849199999,120473.38823840,357,1.51312100,97961.38864040,0
1636849200000,64810.83000000,65152.21000000,64810.83000000,65129.39000000,1.78476900,1636849499999,116074.16488968,453,1.43044400,93026.41006189,0
1636849500000,65134.68000000,65299.47000000,65060.00000000,65148.53000000,1.61486300,1636849799999,105312.53342597,417,1.47605900,96259.05025406,0
1636849800000,65152.52000000,65266.62000000,65097.03000000,65134.65000000,1.45010000,1636850099999,94490.50934609,339,1.07387800,69965.23927839,0
1636850100000,65132.67000000,65173.54000000,64985.15000000,65024.82000000,1.26945900,1636850399999,82578.91192090,237,1.00042600,65073.83468432,0
1636850400000,65025.48000000,65136.77000000,65023.23000000,65092.64000000,0.80164100,1636850699999,52181.32054980,147,0.78064100,50814.55741980,0
1636850700000,65111.01000000,65217.74000000,65061.95000000,65162.41000000,0.95357800,1636850999999,62113.68358551,196,0.87737800,57148.01456751,0
1636851000000,65156.11000000,65156.11000000,65039.35000000,65075.78000000,0.44250100,1636851299999,28804.17820004,85,0.42073400,27387.48424342,0
1636851300000,65075.80000000,65077.72000000,64500.81000000,64974.02000000,0.87774100,1636851599999,56974.65722242,147,0.64465500,41906.12976902,0
1636851600000,64974.06000000,65066.67000000,64961.85000000,65007.43000000,0.94259400,1636851899999,61284.97145500,192,0.79257200,51528.83940864,0
1636851900000,65010.03000000,65075.02000000,64997.90000000,65061.06000000,0.87123000,1636852199999,56657.55224791,159,0.82423300,53600.74848143,0
1636852200000,65026.29000000,65035.45000000,64879.63000000,64904.67000000,0.53687000,1636852499999,34867.07451446,107,0.50803800,32994.47314535,0
1636852500000,64899.89000000,65005.69000000,64899.89000000,64974.55000000,0.64757200,1636852799999,42065.23696207,129,0.64257200,41740.39824207,0
1636852800000,64980.80000000,64984.60000000,64924.41000000,64929.05000000,0.25049700,1636853099999,16273.11845984,46,0.24949700,16208.17740984,0
1636853100000,64920.94000000,64927.99000000,64817.76000000,64824.24000000,0.59090700,1636853399999,38330.14755366,99,0.41464600,26896.57087933,0
1636853400000,64853.32000000,64858.83000000,64737.38000000,64754.12000000,0.46448700,1636853699999,30101.84570301,88,0.45672800,29599.20100301,0
1636853700000,64754.15000000,64757.90000000,64619.05000000,64733.30000000,0.80517700,1636853999999,52082.23691126,130,0.64004100,41401.49258926,0
1636854000000,64737.84000000,64751.54000000,64672.12000000,64710.97000000,0.83970400,1636854299999,54330.50187037,144,0.79771600,51613.54960843,0
1636854300000,64699.95000000,64778.68000000,64699.95000000,64778.68000000,0.90381300,1636854599999,58515.40260640,151,0.89145700,57715.40572630,0
1636854600000,64776.40000000,64812.94000000,64736.71000000,64791.00000000,0.30447100,1636854899999,19719.11793708,61,0.29520600,19119.17188545,0
1636854900000,64773.29000000,64798.75000000,64736.10000000,64787.34000000,0.76467800,1636855199999,49526.50997572,126,0.75387300,48826.65711311,0
1636855200000,64784.13000000,64886.12000000,64784.13000000,64854.67000000,0.95999700,1636855499999,62252.15526318,158,0.92890800,60236.17806379,0
1636855500000,64864.25000000,64923.34000000,64844.52000000,64870.14000000,0.58987300,1636855799999,38276.22999303,108,0.54363200,35276.37292782,0
1636855800000,64874.11000000,64915.45000000,64867.54000000,64867.54000000,0.27622700,1636856099999,17925.78179852,52,0.27160700,17625.88795812,0
1636856100000,64864.97000000,64909.99000000,64858.70000000,64859.60000000,0.26112300,1636856399999,16946.34294241,45,0.18731700,12155.77206321,0
1636856400000,64802.36000000,64888.11000000,64374.15000000,64725.73000000,2.11796200,1636856699999,137159.63299979,293,1.07985500,69976.97587868,0
1636856700000,64723.38000000,64792.00000000,64715.45000000,64792.00000000,0.71169400,1636856999999,46083.57457946,122,0.59469400,38507.49849946,0
1636857000000,64790.54000000,64843.47000000,64738.97000000,64738.98000000,0.47433800,1636857299999,30744.36715632,90,0.38829200,25166.26281100,0
1636857300000,64749.57000000,64845.47000000,63731.21000000,64671.25000000,2.20281500,1636857599999,141807.07041869,264,0.97265700,62932.22198304,0
1636857600000,64668.80000000,64767.41000000,64668.80000000,64692.55000000,0.69403400,1636857899999,44915.21965956,129,0.49130700,31795.72880786,0
1636857900000,64695.97000000,64749.00000000,64624.41000000,64624.41000000,0.36807500,1636858199999,23819.48760870,65,0.33405400,21618.32056609,0
1636858200000,64611.12000000,64700.00000000,64611.12000000,64664.66000000,0.57310100,1636858499999,37055.96006473,109,0.46710100,30202.25837473,0
1636858500000,64664.64000000,64670.96000000,63731.21000000,64629.98000000,0.77600000,1636858799999,50064.96158206,133,0.39423600,25485.96072861,0
1636858800000,64629.99000000,64703.38000000,64629.93000000,64701.09000000,0.80496200,1636859099999,52053.08726200,129,0.76733400,49620.25046192,0
1636859100000,64701.67000000,64783.66000000,64697.60000000,64766.09000000,0.57793800,1636859399999,37412.43081063,97,0.56321400,36458.93807535,0
1636859400000,64766.09000000,64815.48000000,64550.99000000,64551.55000000,0.86115000,1636859699999,55707.86180421,158,0.71813800,46457.03832560,0
1636859700000,64549.14000000,64835.47000000,64548.99000000,64630.93000000,1.54747700,1636859999999,100112.99991225,280,1.28192500,82937.30152845,0
1636860000000,64625.02000000,64672.92000000,64573.84000000,64623.29000000,0.70765800,1636860299999,45731.48176755,126,0.60839400,39316.05164731,0
1636860300000,64595.73000000,64680.64000000,64595.73000000,64680.04000000,0.66136000,1636860599999,42749.75645887,118,0.61936000,40034.44619887,0
1636860600000,64680.99000000,64778.05000000,64649.42000000,64763.06000000,0.62988100,1636860899999,40775.88681107,118,0.56584900,36631.60363329,0
1636860900000,64764.33000000,64820.00000000,64748.62000000,64768.72000000,0.49082100,1636861199999,31793.77539598,95,0.45724200,29618.61767151,0
1636861200000,64763.98000000,64763.99000000,64666.01000000,64763.99000000,0.44917400,1636861499999,29063.81631040,72,0.42917400,27768.96951040,0
1636861500000,64670.37000000,64763.99000000,64651.76000000,64697.82000000,0.49265900,1636861799999,31865.58456986,82,0.49265900,31865.58456986,0
1636861800000,64682.62000000,64685.20000000,64619.00000000,64625.00000000,0.30103200,1636862099999,19457.27622610,51,0.27003200,17453.16932610,0
1636862100000,64610.01000000,64645.52000000,64530.62000000,64635.01000000,0.66441200,1636862399999,42916.29662504,122,0.63364500,40929.00335232,0
1636862400000,64637.79000000,64751.58000000,64621.80000000,64747.32000000,0.82011000,1636862699999,53061.99275632,141,0.72424600,46865.53230040,0
1636862700000,64749.00000000,64749.95000000,63731.21000000,64720.48000000,1.04408400,1636862999999,67366.28141360,183,0.46711500,30224.76725756,0
1636863000000,64702.51000000,64725.56000000,64686.60000000,64713.99000000,0.29469900,1636863299999,19067.94435912,60,0.28669900,18550.22580912,0
1636863300000,64711.94000000,64794.43000000,64711.94000000,64788.40000000,0.61932900,1636863599999,40108.83684540,101,0.61893800,40083.53447686,0
1636863600000,64789.98000000,64800.40000000,64764.20000000,64766.28000000,0.48812200,1636863899999,31620.62741823,85,0.47212200,30583.93530823,0
1636863900000,64769.79000000,64830.02000000,64769.79000000,64823.09000000,0.51681700,1636864199999,33490.33534166,87,0.51681700,33490.33534166,0
1636864200000,64821.85000000,64852.23000000,64804.56000000,64811.22000000,0.46545300,1636864499999,30173.22253349,83,0.46408800,30084.73641124,0
1636864500000,64802.79000000,64802.79000000,64770.59000000,64784.89000000,0.31137700,1636864799999,20170.74713686,48,0.28559200,18500.23652906,0
1636864800000,64819.55000000,65009.87000000,64819.55000000,64902.33000000,2.24546300,1636865099999,145711.65687408,283,2.16304300,140359.71241608,0
1636865100000,64886.06000000,64892.99000000,64806.56000000,64807.04000000,0.60635700,1636865399999,39317.99714978,100,0.40738100,26415.33014887,0
1636865400000,64800.01000000,64818.41000000,64721.31000000,64723.43000000,0.68777000,1636865699999,44540.95059762,151,0.65905000,42681.00775876,0
1636865700000,64700.01000000,64746.02000000,64658.32000000,64746.02000000,0.73717500,1636865999999,47701.35583510,129,0.61272100,39647.21646005,0
1636866000000,64747.30000000,64762.06000000,64674.61000000,64695.36000000,0.52848600,1636866299999,34201.51107733,109,0.50401100,32617.17350983,0
1636866300000,64695.37000000,64836.95000000,64661.21000000,64804.01000000,0.65689300,1636866599999,42535.88206695,130,0.63289300,40981.45120695,0
1636866600000,64796.90000000,64899.00000000,64786.48000000,64860.40000000,0.58146600,1636866899999,37700.80697035,106,0.57946600,37571.14155035,0
1636866900000,64860.01000000,64868.96000000,64804.09000000,64804.09000000,0.42845100,1636867199999,27782.14770409,87,0.42622700,27637.96173976,0
1636867200000,64804.13000000,64813.93000000,64524.51000000,64655.17000000,1.36909200,1636867499999,88486.68108306,270,0.96123400,62144.23798810,0
1636867500000,64643.17000000,64666.94000000,64580.54000000,64626.01000000,0.32876300,1636867799999,21246.75771430,86,0.30036600,19411.61030064,0
1636867800000,64626.25000000,64725.18000000,64613.02000000,64725.18000000,0.72091500,1636868099999,46625.57919630,147,0.68958000,44598.66991261,0
1636868100000,64713.60000000,64724.15000000,64691.86000000,64715.92000000,0.58609300,1636868399999,37922.17001700,128,0.54748700,35424.34768948,0
1636868400000,64715.92000000,64718.03000000,64663.39000000,64686.00000000,0.54937100,1636868699999,35531.48453687,115,0.52774800,34132.68620047,0
1636868700000,64668.49000000,64680.70000000,64620.00000000,64676.31000000,0.51705300,1636868999999,33427.87558248,101,0.50646600,32743.20505607,0
1636869000000,64666.50000000,64826.95000000,64644.60000000,64803.87000000,0.96481000,1636869299999,62469.51122854,208,0.90506800,58602.93643133,0
1636869300000,64800.80000000,64954.14000000,64780.34000000,64895.53000000,1.27434800,1636869599999,82646.91961413,254,1.10683800,71783.93185973,0
1636869600000,64898.40000000,64954.15000000,64758.97000000,64938.88000000,2.78852600,1636869899999,181103.15529288,337,2.61529200,169860.17754212,0
