Open_time,Open,High,Close,Volume,Close_time,Qoute_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Can_be_ignored
1633741200000,54262.73000000,55500.00000000,53849.99000000,54021.46000000,11.87958500,1633744799999,641757.24156444,2383,11.40931900,616343.15222736,0
1633744800000,54002.14000000,54189.88000000,53842.66000000,54155.23000000,10.05504600,1633748399999,543302.66263493,2032,9.02038700,487308.35539810,0
1633748400000,54156.39000000,58000.00000000,40782.46000000,54577.27000000,21.67112700,1633751999999,1149263.67526371,3580,17.02410400,899968.39556970,0
1633752000000,54560.59000000,57578.96000000,53415.89000000,54684.59000000,14.04559500,1633755599999,765700.76728011,2640,10.32068200,563792.94170444,0
1633755600000,54684.63000000,55462.76000000,51217.36000000,54591.78000000,15.86477800,1633759199999,863317.03971951,3074,9.68441800,528185.53955453,0
1633759200000,54597.79000000,56100.00000000,53415.89000000,54835.45000000,18.42006500,1633762799999,1008994.51733914,3833,15.77490500,864388.90498694,0
1633762800000,54837.90000000,55447.64000000,53415.89000000,54913.98000000,13.49920000,1633766399999,739882.59600694,2891,10.89434200,597641.07179704,0
1633766400000,54917.56000000,61995.00000000,51217.36000000,54725.92000000,14.64207600,1633769999999,800142.09045736,3160,12.28716200,673263.62851992,0
1633770000000,54728.46000000,60144.97000000,53415.89000000,54902.20000000,18.29926900,1633773599999,999983.62560981,3978,16.25289900,888808.53906099,0
1633773600000,54903.07000000,54983.95000000,53415.89000000,54881.06000000,26.49158400,1633777199999,1449743.17130275,4981,22.29032000,1220952.57593484,0
1633777200000,54888.88000000,55314.98000000,53415.89000000,53415.89000000,22.56009700,1633780799999,1239407.06533117,4738,20.86179700,1146435.82340272,0
1633780800000,54792.87000000,55163.26000000,53415.89000000,54975.01000000,21.16457000,1633784399999,1164272.94413244,4387,20.36548800,1120306.94407622,0
1633784400000,54975.01000000,55557.91000000,53415.89000000,55240.62000000,22.97209000,1633787999999,1264805.46108082,4828,21.47093600,1182330.01321831,0
1633788000000,55242.20000000,55720.43000000,42599.03000000,55133.16000000,27.22917100,1633791599999,1471671.34597111,5081,23.59787700,1279981.41877270,0
1633791600000,55136.83000000,55354.28000000,42599.03000000,54973.79000000,25.11262400,1633795199999,1363137.93257549,4795,21.64826100,1186792.33210462,0
1633795200000,54977.01000000,55369.32000000,53365.89000000,54804.27000000,23.18738600,1633798799999,1272327.66448868,4607,20.77537700,1140972.28727725,0
1633798800000,54802.03000000,55398.26000000,51217.36000000,54905.38000000,26.75792400,1633802399999,1452802.45066284,4359,21.41509400,1174415.71309021,0
1633802400000,54914.06000000,55592.70000000,40782.46000000,50374.47000000,21.86942800,1633805999999,1193476.39954014,3795,19.58283000,1071724.30766049,0
1633806000000,50374.47000000,55525.58000000,40782.46000000,54653.96000000,23.58714800,1633809599999,1265622.53908408,3673,21.89371600,1175444.08257958,0
1633809600000,54653.84000000,55127.39000000,53415.89000000,54660.62000000,21.19400000,1633813199999,1154579.45047560,3405,19.37389100,1055780.71966813,0
1633813200000,54663.37000000,54853.76000000,54554.68000000,54841.99000000,14.50904600,1633816799999,793642.97919455,2559,13.32095400,728669.46147071,0
1633816800000,54846.47000000,55346.07000000,54500.00000000,54893.72000000,16.92401100,1633820399999,928242.60473009,3212,16.18128500,887535.64296233,0
1633820400000,54896.00000000,55571.76000000,54357.80000000,54952.86000000,17.79104200,1633823999999,977954.46010826,3081,16.87361400,927683.52966215,0
1633824000000,54957.47000000,142966.69000000,53978.62000000,54907.15000000,19.81759600,1633827599999,1089724.32535759,3638,18.52887300,1019177.90890296,0
1633827600000,54905.28000000,54951.01000000,54383.67000000,54390.01000000,19.84309700,1633831199999,1082667.27357790,3396,19.62574200,1070805.69032535,0
1633831200000,54385.98000000,54753.54000000,53415.89000000,54643.90000000,19.87163100,1633834799999,1082615.19845629,3415,18.36574500,1001185.91219028,0
1633834800000,54633.52000000,55154.05000000,53415.89000000,55062.45000000,18.75041400,1633838399999,1027241.92293050,3632,16.81054300,921219.91087590,0
1633838400000,55045.47000000,55954.78000000,53415.89000000,55865.31000000,21.20483600,1633841999999,1171067.43409292,4013,20.14050000,1112725.71084987,0
1633842000000,55871.78000000,56044.16000000,53415.89000000,55651.68000000,20.99492900,1633845599999,1167895.74617513,4030,19.26310300,1072047.19197372,0
1633845600000,55651.72000000,56134.23000000,51217.36000000,55606.34000000,22.72833600,1633849199999,1261028.60638883,4942,19.31754000,1074423.19769961,0
1633849200000,55606.35000000,60157.22000000,42900.00000000,55668.18000000,32.20501200,1633852799999,1717245.26336700,4413,29.15040600,1552585.60661352,0
1633852800000,55667.26000000,58010.79000000,53415.89000000,55564.18000000,21.25874600,1633856399999,1181892.44146490,4185,19.02773800,1059741.43689997,0
1633856400000,55564.18000000,56409.11000000,53415.89000000,54974.26000000,24.53060600,1633859999999,1350620.43444535,4784,22.17659400,1221732.74438934,0
1633860000000,54972.31000000,65144.93000000,53415.89000000,55009.55000000,20.56103700,1633863599999,1130347.02839952,3678,18.37635100,1011765.21984243,0
1633863600000,55000.00000000,61956.52000000,54529.01000000,55149.09000000,20.28417700,1633867199999,1116388.64521602,3931,18.51131700,1018916.27590943,0
1633867200000,55142.01000000,55486.10000000,53415.89000000,54942.42000000,24.39186600,1633870799999,1337721.69535484,4544,20.12150200,1105629.22207274,0
1633870800000,54941.74000000,55350.75000000,53415.89000000,55226.90000000,22.59237900,1633874399999,1244552.92548854,4120,19.12983700,1054025.85711781,0
1633874400000,55228.60000000,77036.33000000,40782.46000000,55125.25000000,34.55428800,1633877999999,1817798.51462446,4421,25.64822100,1381365.40013855,0
1633878000000,55122.68000000,55526.55000000,51217.36000000,55377.12000000,23.14385900,1633881599999,1274771.44016701,4486,19.64287800,1084342.15556095,0
1633881600000,55368.41000000,55499.00000000,53415.89000000,55465.63000000,23.34707500,1633885199999,1290280.73626653,4643,20.30458100,1123198.70169803,0
1633885200000,55471.07000000,55490.73000000,54996.17000000,55339.31000000,21.81310500,1633888799999,1203894.39336143,4004,20.66958400,1140786.72879167,0
1633888800000,55344.70000000,55362.91000000,53415.89000000,55315.44000000,19.94663000,1633892399999,1100340.96945370,3272,17.33179300,957123.54882868,0
1633892400000,55312.65000000,166096.12000000,55224.51000000,55453.88000000,19.81857800,1633895999999,1098166.56850120,3659,18.13381000,1004953.03409547,0
1633896000000,55450.25000000,56712.03000000,53415.89000000,55421.58000000,25.28094600,1633899599999,1409473.74325951,4535,21.30585100,1187238.90684960,0
1633899600000,55430.99000000,63338.46000000,53415.89000000,54799.40000000,15.73015600,1633903199999,864833.98107902,2419,12.81867600,707678.29095739,0
1633903200000,54799.79000000,54947.63000000,53415.89000000,54918.80000000,17.50494400,1633906799999,958476.47898644,3224,16.74039300,916724.42309626,0
1633906800000,54918.80000000,54945.00000000,53415.89000000,54678.48000000,15.72436500,1633910399999,860559.86503625,3104,15.21057800,832438.13406917,0
1633910400000,54663.11000000,55165.45000000,54419.07000000,55138.35000000,21.01627100,1633913999999,1151703.63254917,4037,19.68906400,1078821.81196762,0
1633914000000,55150.11000000,55621.94000000,39729.29000000,55330.93000000,30.08008500,1633917599999,1609664.16259222,4642,26.06879900,1394228.23255452,0
1633917600000,55330.72000000,55799.95000000,55292.70000000,55799.95000000,11.77424300,1633921199999,653025.32142528,2515,10.47253800,580820.61415093,0
1633921200000,55799.88000000,59228.14000000,55008.88000000,56517.83000000,19.93843600,1633924799999,1119834.26390871,4050,17.86123500,1003223.30086014,0
1633924800000,56505.04000000,56771.50000000,53415.89000000,56458.36000000,17.09640500,1633928399999,965525.10145545,3409,15.20831800,859668.05751725,0
1633928400000,56460.00000000,57199.00000000,56142.87000000,56528.00000000,13.34886700,1633931999999,753140.22727789,2711,12.14267200,685085.64164986,0
1633932000000,56534.00000000,56760.63000000,54680.79000000,56678.65000000,13.80653300,1633935599999,781525.02131043,3035,11.96972000,677598.77169168,0
1633935600000,56678.63000000,57030.00000000,56560.01000000,56796.81000000,17.44722800,1633939199999,990017.72877404,3970,14.81130500,840457.32764578,0
1633939200000,56789.77000000,56866.08000000,53415.89000000,56556.67000000,18.59586600,1633942799999,1048869.73365785,3816,15.64988500,885056.19336058,0
1633942800000,56555.00000000,56740.72000000,42599.03000000,56491.79000000,20.28257900,1633946399999,1112469.03052632,3970,16.69864100,913687.46601405,0
1633946400000,56491.12000000,68534.45000000,53415.89000000,56187.22000000,14.97001800,1633949999999,842908.21868602,2998,12.03927900,679705.06416593,0
1633950000000,56190.16000000,57596.00000000,53415.89000000,56400.08000000,21.48137400,1633953599999,1206191.17343810,4057,16.09392300,905988.96572295,0
1633953600000,56400.63000000,56538.38000000,56000.65000000,56462.65000000,14.06862500,1633957199999,793223.81725786,2840,13.17241200,742665.74801296,0
1633957200000,56462.79000000,57424.37000000,56150.00000000,57225.66000000,27.03859700,1633960799999,1540980.66916641,6184,20.75374900,1182705.16884445,0
1633960800000,57224.29000000,73175.00000000,39729.29000000,57445.00000000,32.50136400,1633964399999,1820887.38288054,6162,24.06374800,1356463.51337946,0
1633964400000,57447.95000000,64782.01000000,42599.03000000,57487.87000000,29.02969700,1633967999999,1589447.36480946,4195,22.37485800,1267765.04856205,0
1633968000000,57490.15000000,57767.19000000,39729.29000000,57286.19000000,27.11352600,1633971599999,1468384.34493929,4365,21.36438900,1186011.59815038,0
1633971600000,57276.57000000,57886.84000000,57169.14000000,57418.94000000,14.86657800,1633975199999,853145.17474311,2983,13.19968500,757458.71992803,0
1633975200000,57418.99000000,80921.57000000,57300.01000000,57343.29000000,13.25532300,1633978799999,761764.03312705,3101,11.78384300,676573.96720783,0
1633978800000,57343.26000000,60000.00000000,51217.36000000,57489.12000000,21.02179900,1633982399999,1192394.79557919,3651,15.73392500,906207.21881409,0
1633982400000,57488.34000000,57503.35000000,40782.46000000,57313.70000000,27.59931000,1633985999999,1523327.69941809,4085,20.49778000,1142821.56452387,0
1633986000000,57327.03000000,57399.99000000,53415.89000000,57156.54000000,12.18195600,1633989599999,694115.44616688,2394,10.68784600,610970.24660050,0
1633989600000,57092.12000000,60298.00000000,53415.89000000,57172.00000000,11.70923900,1633993199999,668507.54783566,2229,10.49360900,600349.36059932,0
1633993200000,57162.92000000,59900.00000000,57075.02000000,57481.34000000,11.16522900,1633996799999,639221.20460156,2045,10.21747800,584889.62607333,0
1633996800000,57470.01000000,57470.01000000,51217.36000000,56936.46000000,17.24542500,1634000399999,981397.05069561,3038,15.73960500,895750.52920563,0
1634000400000,56904.63000000,57500.01000000,51217.36000000,57065.97000000,13.76281300,1634003999999,783638.56692876,2530,12.59792300,717790.74119849,0
1634004000000,57064.14000000,57148.80000000,51217.36000000,56761.92000000,14.63472500,1634007599999,832772.89711063,2745,12.27168700,698574.28361737,0
1634007600000,56754.78000000,56779.59000000,39729.29000000,56708.01000000,17.70266400,1634011199999,980211.02222020,2519,15.71467100,869005.81795440,0
1634011200000,56708.52000000,57037.36000000,51217.36000000,56963.45000000,15.46943500,1634014799999,874477.26272341,2532,10.94047200,620974.11428654,0
1634014800000,56967.07000000,57644.25000000,56590.00000000,57402.09000000,16.66034700,1634018399999,948779.18986578,3270,14.70323500,837388.11853843,0
1634018400000,57404.88000000,57640.44000000,57063.02000000,57200.00000000,15.91150100,1634021999999,913662.48424964,3173,14.27505200,819592.58183790,0
1634022000000,57200.00000000,91807.49000000,53415.89000000,57340.21000000,16.61927700,1634025599999,946888.08983437,2686,13.62153200,781323.34962489,0
1634025600000,57340.21000000,90850.19000000,39729.29000000,57459.23000000,40.11826100,1634029199999,2213973.20849138,5411,27.93433400,1522976.90856856,0
1634029200000,57463.41000000,57505.87000000,39729.29000000,56947.36000000,21.28608500,1634032799999,1213814.96979080,3732,16.00707600,912807.57069399,0
1634032800000,56942.66000000,57432.36000000,53415.89000000,57210.07000000,23.31179000,1634036399999,1326667.52919724,4415,18.60136500,1058752.79522222,0
1634036400000,57177.00000000,57382.42000000,57036.45000000,57240.15000000,15.44951500,1634039999999,883825.99286313,3117,13.25128800,758108.79210784,0
1634040000000,57240.15000000,57284.95000000,56753.00000000,56883.59000000,17.51630500,1634043599999,997941.62742360,3176,16.25784300,926253.11724840,0
1634043600000,56884.28000000,62500.00000000,56789.68000000,56948.20000000,27.46786200,1634047199999,1570325.66733138,4722,20.59018000,1177516.93364571,0
1634047200000,56936.72000000,57133.03000000,56094.00000000,56397.89000000,29.42377400,1634050799999,1672250.83714046,4865,20.29590700,1154189.67242359,0
1634050800000,56395.16000000,56622.16000000,53415.89000000,56317.58000000,25.03469000,1634054399999,1399426.23528776,4544,20.51417400,1147984.08797114,0
1634054400000,56303.20000000,57034.46000000,53013.80000000,55911.00000000,25.48025000,1634057999999,1425492.93665661,3950,20.74018100,1164481.95807181,0
1634058000000,55896.09000000,57054.37000000,51548.80000000,55914.86000000,39.62442300,1634061599999,2205514.81365782,5506,26.95586500,1505456.39944638,0
1634061600000,55914.86000000,57038.46000000,55556.34000000,55576.15000000,15.71569100,1634065199999,876778.16399671,2551,14.16417800,790301.67009072,0
1634065200000,55534.17000000,55875.65000000,55228.51000000,55324.96000000,15.43349900,1634068799999,858693.50279302,2825,13.21161900,735153.45357128,0
1634068800000,55283.84000000,55593.55000000,54113.44000000,55355.16000000,23.76790300,1634072399999,1310420.20171059,4128,20.37641900,1123687.69204055,0
1634072400000,55361.08000000,56076.82000000,55097.60000000,56075.93000000,17.21532300,1634075999999,958140.45481409,3031,13.74948600,764948.51145149,0
1634076000000,56074.08000000,56403.47000000,56037.81000000,56392.95000000,16.28275800,1634079599999,915331.71994914,3226,13.38755900,752609.02486194,0
1634079600000,56390.01000000,56566.67000000,55942.72000000,56014.01000000,12.51602700,1634083199999,704300.74684531,2620,10.25260400,576900.63054030,0
1634083200000,55987.18000000,56513.01000000,55825.39000000,56452.85000000,17.26643400,1634086799999,971036.11232505,3160,15.18657400,853953.18425236,0
1634086800000,56459.82000000,56570.22000000,56157.70000000,56292.09000000,14.36399500,1634090399999,809031.16168626,2727,11.64410900,655758.75875558,0
1634090400000,56285.18000000,56432.00000000,56207.39000000,56421.55000000,13.53992400,1634093999999,762093.55598094,2751,12.36360100,695885.30582916,0
1634094000000,56420.04000000,56463.38000000,56239.26000000,56275.68000000,10.15825700,1634097599999,572241.40395720,2086,8.90379400,501506.86230683,0
1634097600000,56277.79000000,56364.97000000,56042.30000000,56084.84000000,8.93366700,1634101199999,502346.32267668,1707,8.31974500,467794.09560028,0
1634101200000,56078.12000000,56199.38000000,54993.30000000,54996.04000000,17.08700500,1634104799999,951269.61649520,2918,15.79324100,879178.62189725,0
1634104800000,54951.71000000,55518.84000000,54390.60000000,55379.24000000,17.67067500,1634108399999,976889.64351621,3208,16.25360900,898837.58099429,0
1634108400000,55357.68000000,55470.08000000,51548.80000000,54624.91000000,18.50709900,1634111999999,1014969.87414957,3282,16.58646600,911486.73487433,0
1634112000000,54607.61000000,55350.00000000,51217.36000000,54622.00000000,21.27177400,1634115599999,1163511.35333178,3865,19.42205200,1065853.53265033,0
1634115600000,54620.01000000,54947.14000000,54254.11000000,54888.41000000,18.24775300,1634119199999,997006.65564041,3433,17.11605100,935117.61278430,0
1634119200000,54890.22000000,55142.45000000,51217.36000000,54651.72000000,17.26043500,1634122799999,944185.96290841,3161,14.00033700,767584.08034567,0
1634122800000,54657.87000000,56380.71000000,45678.00000000,55198.29000000,20.50534400,1634126399999,1117488.53489578,3476,17.10299500,938495.08186128,0
1634126400000,55194.00000000,55340.04000000,54547.12000000,55054.31000000,18.47873700,1634129999999,1018028.96936710,3591,15.49913400,853859.84091406,0
1634130000000,55056.50000000,55259.05000000,42599.03000000,54898.54000000,21.77944400,1634133599999,1173965.53319241,3709,13.43367200,739664.28956923,0
1634133600000,54890.82000000,55859.30000000,52221.70000000,55787.18000000,28.76632100,1634137199999,1589669.04579972,4382,25.37295100,1401466.25866318,0
1634137200000,55784.15000000,56436.72000000,55710.31000000,56159.12000000,19.91556800,1634140799999,1118697.51967559,3821,18.80612200,1056373.47766157,0
1634140800000,56168.63000000,57210.01000000,56000.00000000,56938.41000000,19.92327500,1634144399999,1125593.62558601,4136,16.41322900,926696.95301546,0
1634144400000,56938.21000000,57235.83000000,56780.01000000,56895.21000000,14.97234500,1634147999999,852858.71913306,3048,13.86481200,789757.44372746,0
1634148000000,56883.90000000,57177.34000000,55874.33000000,56969.56000000,16.33650800,1634151599999,930357.37686451,3007,14.10060300,803454.20442564,0
1634151600000,56976.38000000,57472.08000000,56777.35000000,57262.10000000,18.21725500,1634155199999,1039319.00335737,3525,15.37394100,877195.66864897,0
1634155200000,57259.76000000,150000.00000000,55580.70000000,56969.49000000,26.30615600,1634158799999,1504726.52825599,4440,20.31525500,1163231.06647577,0
1634158800000,56975.85000000,57714.08000000,56903.43000000,57511.72000000,20.18711800,1634162399999,1156973.71759549,3079,15.00159800,859709.67553825,0
1634162400000,57511.58000000,59000.00000000,56590.54000000,57384.64000000,20.61540800,1634165999999,1185526.72611821,3106,16.50371200,949689.63564800,0
1634166000000,57371.19000000,57489.59000000,55497.12000000,57371.41000000,15.56331700,1634169599999,890678.87087566,2405,13.62307900,781003.52481639,0
1634169600000,57366.99000000,57686.62000000,57083.75000000,57677.62000000,16.48130000,1634173199999,946424.78569641,3104,15.02145200,862606.38361571,0
1634173200000,57686.62000000,58461.34000000,57631.25000000,58300.01000000,21.54040200,1634176799999,1252356.00337928,4262,20.01599100,1163784.03455820,0
1634176800000,58300.00000000,58505.77000000,57205.74000000,58210.46000000,15.84334400,1634180399999,922676.07583493,3042,13.84387600,806819.18265506,0
1634180400000,58210.46000000,58257.47000000,57106.00000000,58066.80000000,13.42263100,1634183999999,780037.24725467,3224,10.87269200,632059.63135771,0
1634184000000,58066.00000000,58238.70000000,55418.68000000,57985.99000000,14.73685500,1634187599999,852432.47113891,2331,12.65543400,733416.50480185,0
1634187600000,57986.55000000,58105.05000000,57800.46000000,58043.33000000,12.78412900,1634191199999,740884.11666807,2140,12.27582900,711440.18269207,0
1634191200000,57950.01000000,58210.71000000,55329.96000000,57671.27000000,19.24024700,1634194799999,1110619.30215253,3251,14.78286800,855259.22848124,0
1634194800000,57672.47000000,58274.10000000,55162.80000000,57367.24000000,23.02406600,1634198399999,1325336.86649164,3319,17.15972400,989127.05618362,0
1634198400000,57367.23000000,57696.48000000,55162.80000000,57467.71000000,16.43004900,1634201999999,940923.05328597,2431,13.46424800,773647.77734745,0
1634202000000,57441.85000000,58272.64000000,57182.12000000,57406.50000000,26.87519100,1634205599999,1542575.62737517,3712,19.77415400,1134270.62510647,0
1634205600000,57407.37000000,58607.09000000,55162.80000000,57660.01000000,17.31900200,1634209199999,997950.53483592,2655,14.62416800,842990.72030766,0
1634209200000,57660.03000000,58602.77000000,57376.00000000,57620.00000000,18.02180900,1634212799999,1042689.20001061,3163,16.25480000,940739.74416289,0
1634212800000,57624.23000000,57909.99000000,57371.21000000,57556.29000000,16.99067100,1634216399999,979364.61937232,2739,15.45826200,890924.57136092,0
1634216400000,57556.27000000,57754.00000000,54605.60000000,57391.21000000,15.81698800,1634219999999,907688.91619858,2357,12.22578200,703111.72040967,0
1634220000000,57399.72000000,58643.21000000,54605.60000000,57424.59000000,19.38110700,1634223599999,1111217.41978582,2903,15.15006800,871549.82112674,0
1634223600000,57385.55000000,58640.29000000,54605.60000000,57335.32000000,16.61184500,1634227199999,954307.76959689,2933,15.17731000,871911.61156898,0
1634227200000,57330.78000000,57541.50000000,50870.00000000,57108.56000000,14.02738200,1634230799999,801065.45648120,2229,13.16245700,753023.53745534,0
1634230800000,57110.36000000,57541.50000000,56758.81000000,57214.37000000,10.72081700,1634234399999,612816.88092065,1730,9.74264900,557012.00607714,0
1634234400000,57185.20000000,58040.61000000,50350.00000000,58040.61000000,22.11613800,1634237999999,1263878.89505273,3325,19.82935900,1136393.17892855,0
1634238000000,58029.33000000,58029.35000000,57081.00000000,57844.51000000,22.51601100,1634241599999,1296522.62855330,3417,15.42842500,888735.48249077,0
1634241600000,57833.12000000,57861.22000000,57360.00000000,57427.63000000,15.77860100,1634245199999,907986.96743557,2443,12.59983800,725134.34566090,0
1634245200000,57427.63000000,57740.00000000,57427.63000000,57740.00000000,8.50380000,1634248799999,489581.80749175,1262,7.82701600,450615.55461947,0
1634248800000,57740.00000000,57745.00000000,57325.92000000,57586.76000000,11.71954500,1634252399999,674858.50817887,1660,7.90676800,455299.59848650,0
1634252400000,57586.77000000,57644.02000000,57220.03000000,57344.75000000,12.80672000,1634255999999,735400.38112848,2041,10.71260200,615067.14980695,0
1634256000000,57340.31000000,57469.10000000,56991.01000000,57043.07000000,15.80666300,1634259599999,903755.49888061,2434,13.74955800,786189.19457865,0
1634259600000,57045.16000000,57303.10000000,56870.00000000,57253.72000000,14.77372700,1634263199999,843412.45231375,2326,13.67989000,781073.65712427,0
1634263200000,57258.63000000,59422.80000000,57095.83000000,59096.56000000,28.66289200,1634266799999,1672734.52956690,4962,24.86491200,1450296.30130035,0
1634266800000,59086.91000000,67413.10000000,58674.53000000,59414.97000000,26.05110900,1634270399999,1543263.05656768,3847,19.39280500,1149647.98657605,0
1634270400000,59431.71000000,59706.07000000,58434.38000000,59585.86000000,23.77746300,1634273999999,1412724.10335392,3639,17.55944300,1044131.23416797,0
1634274000000,59589.06000000,60557.44000000,59159.23000000,59552.72000000,23.07498900,1634277599999,1377130.44610233,3566,19.02271800,1135554.10722382,0
1634277600000,59550.01000000,59734.94000000,59103.00000000,59669.52000000,22.46044900,1634281199999,1336644.85079771,3497,18.57938800,1105801.31380572,0
1634281200000,59644.33000000,59679.97000000,58382.07000000,59215.44000000,19.32415600,1634284799999,1146685.69929599,2958,13.98870000,830429.00596473,0
1634284800000,59219.52000000,59477.17000000,58253.86000000,58938.97000000,29.86915000,1634288399999,1766941.22893709,4729,21.08566700,1247046.19778992,0
1634288400000,58945.32000000,59831.24000000,58744.10000000,59361.78000000,17.23895600,1634291999999,1019137.24592573,3378,16.33299900,965591.32926473,0
1634292000000,59362.05000000,59882.84000000,58874.65000000,59287.51000000,16.98588500,1634295599999,1005347.64271442,2912,14.85520900,879117.55686819,0
1634295600000,59290.98000000,60003.83000000,58253.86000000,59525.00000000,21.63788500,1634299199999,1284661.86884472,3138,15.35714500,912707.90957104,0
1634299200000,59525.01000000,60003.83000000,58094.11000000,59277.40000000,17.10513300,1634302799999,1015551.93959458,2513,13.24584100,787205.64514082,0
1634302800000,59270.01000000,60343.39000000,59224.44000000,59934.28000000,21.71984400,1634306399999,1298248.85327684,3575,16.83811500,1006183.75706951,0
1634306400000,59965.37000000,60261.00000000,58122.95000000,60078.99000000,28.70789700,1634309999999,1719068.30652493,4431,18.78443200,1126301.21335615,0
1634310000000,60077.69000000,60106.45000000,59550.00000000,60046.92000000,19.96345800,1634313599999,1195611.25860344,3569,16.70599900,1000557.02341829,0
1634313600000,60038.36000000,297294.00000000,59870.00000000,61471.00000000,31.91617700,1634317199999,1938178.38152217,5798,23.48754900,1428475.37986326,0
1634317200000,61448.00000000,79999.00000000,60482.78000000,61767.30000000,23.79003000,1634320799999,1461588.29725308,4418,20.51249800,1261230.97519860,0
1634320800000,61762.01000000,62312.00000000,60610.00000000,61649.97000000,17.14957800,1634324399999,1056954.93750270,3118,15.42651500,951137.09992437,0
1634324400000,61649.97000000,62081.35000000,60831.26000000,61454.53000000,17.04191600,1634327999999,1046175.39988911,3085,15.54228200,954274.97771696,0
1634328000000,61446.29000000,63986.00000000,60482.78000000,62552.58000000,25.18281100,1634331599999,1560200.77044051,4858,20.47166600,1268877.73262399,0
1634331600000,62553.12000000,62560.83000000,60813.52000000,61221.98000000,14.58083100,1634335199999,900928.50172234,2737,13.93383600,861046.62480311,0
1634335200000,61226.61000000,61540.52000000,61217.03000000,61294.28000000,13.39546600,1634338799999,822041.28499991,2570,13.11842300,805039.83649107,0
1634338800000,61294.22000000,61707.12000000,59836.38000000,61664.81000000,10.69340300,1634342399999,653437.17199829,2200,8.88792400,543667.93789117,0
1634342400000,61672.42000000,61770.00000000,61206.14000000,61448.92000000,13.32048000,1634345999999,818536.44321758,2285,12.03529300,739600.77673727,0
1634346000000,61431.82000000,61551.67000000,61200.01000000,61383.61000000,12.06716000,1634349599999,740833.79191785,2029,11.43847100,702221.59069720,0
1634349600000,61389.00000000,61715.73000000,61124.82000000,61613.96000000,10.01327400,1634353199999,614643.65604776,1865,9.50432200,583343.79097640,0
1634353200000,61618.38000000,61765.73000000,61360.23000000,61647.44000000,9.38687700,1634356799999,578055.19367630,1718,8.62137900,530880.06707946,0
1634356800000,61645.80000000,62157.36000000,61550.00000000,61742.88000000,12.30276000,1634360399999,760565.21774969,2523,11.63144500,719072.55836061,0
1634360400000,61743.55000000,62557.00000000,61550.00000000,62133.83000000,11.31430800,1634363999999,702387.74836350,2344,10.84158900,673063.51086855,0
1634364000000,62133.83000000,63143.75000000,60850.00000000,61857.70000000,11.16308600,1634367599999,692819.31198697,2441,9.48534200,589041.96013879,0
1634367600000,61856.01000000,71000.00000000,60710.00000000,61739.62000000,13.56072900,1634371199999,837893.44022424,2584,11.92881100,737510.39059695,0
1634371200000,61733.92000000,62056.31000000,60990.00000000,61528.23000000,13.77398800,1634374799999,850899.34949717,2826,12.45344300,769340.88709210,0
1634374800000,61529.92000000,64000.00000000,59654.69000000,61413.90000000,14.34589200,1634378399999,881946.08815534,2654,12.34240300,759568.46715056,0
1634378400000,61424.73000000,61680.01000000,60910.00000000,61521.94000000,10.38865000,1634381999999,639376.84643965,2061,9.55814700,588302.55207834,0
1634382000000,61527.27000000,61754.45000000,60840.00000000,61593.91000000,14.16112100,1634385599999,871059.07161748,2502,12.83644300,789568.71744222,0
1634385600000,61597.27000000,63579.66000000,60500.00000000,60678.99000000,20.05004600,1634389199999,1227748.16691436,4392,16.52213000,1011916.88443980,0
1634389200000,60679.14000000,61195.16000000,60521.01000000,61015.57000000,20.07712700,1634392799999,1221797.29538116,4907,17.43482400,1061028.10645718,0
1634392800000,61015.61000000,63579.66000000,59531.24000000,60911.07000000,22.64469400,1634396399999,1381309.89432762,4544,16.89968500,1032239.37530987,0
1634396400000,60887.55000000,74500.00000000,60169.21000000,60938.56000000,19.64856900,1634399999999,1197084.74768600,4372,15.82702900,964781.09187482,0
1634400000000,60936.13000000,62463.33000000,57943.83000000,60643.16000000,17.44630000,1634403599999,1056680.96022184,3016,11.94187800,725735.16132582,0
1634403600000,60638.93000000,61749.09000000,57729.10000000,60590.17000000,21.15951200,1634407199999,1276253.66136922,3664,16.32401700,986743.41247878,0
1634407200000,60592.08000000,62500.00000000,60482.78000000,61039.55000000,14.36434500,1634410799999,873377.21064150,2856,11.77862500,716157.60533619,0
1634410800000,61055.65000000,61085.64000000,60482.78000000,60826.75000000,9.42508400,1634414399999,574414.74394426,1696,7.57807800,462072.20626092,0
1634414400000,60831.58000000,61056.93000000,57526.97000000,61021.38000000,16.58856900,1634417999999,1005433.44983894,2845,13.07424100,794388.31398570,0
1634418000000,61026.23000000,61286.13000000,60671.38000000,60672.28000000,9.28841600,1634421599999,566550.77681937,1884,8.16833300,498266.25487453,0
1634421600000,60670.18000000,60938.75000000,60501.00000000,60811.53000000,10.67673500,1634425199999,648219.66617582,1860,9.78947100,594364.14498596,0
1634425200000,60794.57000000,61086.33000000,60701.10000000,60875.57000000,8.74606700,1634428799999,532681.12810122,1543,7.39987400,450690.06593026,0
1634428800000,60875.53000000,61157.92000000,60482.78000000,60911.98000000,14.95553700,1634432399999,909368.47442000,3467,13.17521600,801149.86607463,0
1634432400000,60916.19000000,61400.00000000,60100.00000000,61077.67000000,14.05702600,1634435999999,857829.61352545,2916,10.77742400,658224.27390910,0
